title,artist,emotion,url
Unakkenna Venum Sollu (Cover),A.R. Rahman / Various,sad,https://open.spotify.com/embed/track/6A4dYk5yPuDGe2xX3VhP8a
Munbe Vaa (Reprise),SPB / Shreya Ghoshal,sad,https://open.spotify.com/embed/track/5SUPZk8j8cd8K4Hm1pjaJH
Vaseegara (Orchestral),Various,sad,https://open.spotify.com/embed/track/3YRj4jmwois2ctPnhwSwFo
Kanne Kalaimaane (Acoustic),Ilaiyaraaja,sad,https://open.spotify.com/embed/track/1iZN9CKrzLWXdaUpM5wtWv
Nenjukkule (Instrumental),Hariharan,sad,https://open.spotify.com/embed/track/09WDUEVfoTbjiaToI3W7c2
Uyire Uyire (Cover),Karthik,sad,https://open.spotify.com/embed/track/18PmWSz984pKPoyYWVdO0D
En Iniya Pon Nilavae (Reprise),Various,sad,https://open.spotify.com/embed/track/6cxxLBbTsXIrLo63Tc89jL
Maruvaarthai (Orchestral),Sid Sriram,sad,https://open.spotify.com/embed/track/6BLzMdz3Gw8ho9GZMr9GSG
Ennai Vittu (Acoustic),Ilaiyaraaja,sad,https://open.spotify.com/embed/track/1WRJLyElolYJBfvABH0Bcs
Mungaru Male (Instrumental),Various,sad,https://open.spotify.com/embed/track/4qOghDfTksCv8I40vu8LUs
Anisuthide (Cover),Sonu Nigam,sad,https://open.spotify.com/embed/track/00OCIypDZVPdTXg0yR8xHA
Ninna Snehane (Reprise),Various,sad,https://open.spotify.com/embed/track/38mByBdnM2ENVmDirPQdNl
Neene Neene (Orchestral),Sonu Nigam,sad,https://open.spotify.com/embed/track/2H2NEdj6aqyRvIJYGvdp63
Nee Kallathoti (Acoustic),Various,sad,https://open.spotify.com/embed/track/4tZn3HIFLcU6zIXlBuSy4H
Nee Nanna Olavina (Instrumental),Various,sad,https://open.spotify.com/embed/track/1KczIN56FQ0jsVsc3uwbbO
Pavizha Mazha (Cover),Vijay Yesudas,sad,https://open.spotify.com/embed/track/5oc6h6C08X2CC7RfEoygt4
Uyire (Reprise),K. J. Yesudas,sad,https://open.spotify.com/embed/track/4lkyJ0cIHZtwbse8V5SMdZ
Akale Akale (Orchestral),K.S. Chithra,sad,https://open.spotify.com/embed/track/1c85EEUH03cFxvBI1RRRC9
Ente Kannil Ninakkai (Acoustic),Yesudas,sad,https://open.spotify.com/embed/track/3sv34YWhVo15mL7kV6Kaq6
Njanum Ente (Instrumental),Yesudas/Chithra,sad,https://open.spotify.com/embed/track/22kkmbKXuN3oHGQ4Wf4kRf
Puzhuthikkara Puthu (Cover),Various,sad,https://open.spotify.com/embed/track/6C6u94AZlturaUaFTmfgFp
Someone Like You (Reprise),Various,sad,https://open.spotify.com/embed/track/0EmqdbJyUzfXkd7qcDGIt5
Fix You (Orchestral),Coldplay,sad,https://open.spotify.com/embed/track/78xGZ5GYyKkiKMUiwTyQNG
Let Her Go (Acoustic),Passenger,sad,https://open.spotify.com/embed/track/1nHKI4L5pWrN5CUvW07nHP

Stay With Me,Sam Smith,stressed,https://open.spotify.com/embed/track/5Nm9ERjJZ5oyfXZTECKmRt
Someone Like You,Adele,stressed,https://open.spotify.com/embed/track/3bNv3VuUOKgrf5hu3YcuRo
Rivers and Roads,The Head and the Heart,stressed,https://open.spotify.com/embed/track/4X6aeSW2bhlbm7YyEstj6Y
Holocene,Bon Iver,stressed,https://open.spotify.com/embed/track/35KiiILklye1JRRctaLUb4
Budapest,George Ezra,stressed,https://open.spotify.com/embed/track/48gsLPdOUEDjr7P8Wvykne
Lost in Japan,Shawn Mendes,stressed,https://open.spotify.com/embed/track/37oEWjE8iSctsE5EeoBiLI
Electric Feel,MGMT,stressed,https://open.spotify.com/embed/track/3FtYbEfBqAlGO46NUDQSAt
Khairiyat,Arijit Singh,stressed,https://open.spotify.com/embed/track/3oM90C4SZLYzVZJEZD5EQk
Channa Mereya,Arijit Singh,stressed,https://open.spotify.com/embed/track/1plFCZ6QFAjSRutT02GTCn
Safarnama,Lucky Ali,stressed,https://open.spotify.com/embed/track/6w458kA8WOAIZr1ublxnK9
Ilahi,Arijit Singh,stressed,https://open.spotify.com/embed/track/5cgKosPPj5Cs9a2JQufUc1
Phir Le Aya Dil,Rekha Bhardwaj,stressed,https://open.spotify.com/embed/track/2OvldWM8rVnp7QCn9eCrr1
Yun Hi Chala Chal,Udit Narayan,stressed,https://open.spotify.com/embed/track/2Q4PfYBPwVBONmzqrtBHFr
Tera Yaar Hoon Main,Arijit Singh,stressed,https://open.spotify.com/embed/track/4ZTx87kAgEwlPMzoojFZWg
Dil Dhadakne Do,Priyanka Chopra,stressed,https://open.spotify.com/embed/track/5KeTlCr0vFeNZwpc4T0hVN
Agar Tum Saath Ho,Alka Yagnik,stressed,https://open.spotify.com/embed/track/6kYoY0PhBelP64UMnhsEZx
Thuli Thuli,Haricharan,stressed,https://open.spotify.com/embed/track/2uqXfUERVBLa1heEoUTBlO
New York Nagaram,A. R. Rahman,stressed,https://open.spotify.com/embed/track/5s7RgkBdnvZH9LmaXSchnq
Aaruyire,A. R. Rahman,stressed,https://open.spotify.com/embed/track/3ult7X6iW4JyFbvJ9oEJK0
Vinnaithaandi Varuvaayaa,Karthik,stressed,https://open.spotify.com/embed/track/3Ajj1eKaO0fg9YWeAE5vVU
Nenjukkul Peidhidum,Harini,stressed,https://open.spotify.com/embed/track/1vzxYeTJ9dTtyJXkNWVJDZ
Oru Devathai,Hariharan,stressed,https://open.spotify.com/embed/track/232AKI4cEvxMWgcQianKjj
Enna Solla,Sid Sriram,stressed,https://open.spotify.com/embed/track/40a42KKcVcnqT3Wz24INIm
Mannipaaya,Shreya Ghoshal,stressed,https://open.spotify.com/embed/track/7mMkw0JFKnyMS6oGRT6b3O
Thalli Pogathey,Sid Sriram,stressed,https://open.spotify.com/embed/track/6KNTQ1qcrv1yBQrfh0kTvd
Yenai Maatrum Kadhale,Sid Sriram,stressed,https://open.spotify.com/embed/track/4QROxOGtSMviE3NydK7Hpo
Emai Poyave,Sid Sriram,stressed,https://open.spotify.com/embed/track/14M1StehpwsydSGGy8z9eq
Inkem Inkem Inkem Kaavaale,Sid Sriram,stressed,https://open.spotify.com/embed/track/5CWQ9WBbd1HESogIIuTlVI
Vintunnava,S. P. Balasubrahmanyam,stressed,https://open.spotify.com/embed/track/67SwuqIlgYKKRy8OKisce6
Nee Kallalona,Karthik,stressed,https://open.spotify.com/embed/track/6D2LwdOQ5gjoFrpkoO5fvu
Samajavaragamana,Sid Sriram,stressed,https://open.spotify.com/embed/track/3j9DrRebdWK1jkpOw9FZUy
Maguva Maguva,Sid Sriram,stressed,https://open.spotify.com/embed/track/6LFJ5QC9Pa9RAnEzBymFTZ
Manasa,Karthik,stressed,https://open.spotify.com/embed/track/1bXpf25afPBX4dBgiMqkEO
Priyathama Neevachata Kushalama,Karthik,stressed,https://open.spotify.com/embed/track/4wHZiaLsuI9aQdWv4f3Esd
Vellipomaakey,Pradeep Kumar,stressed,https://open.spotify.com/embed/track/00LSCsH99cW8zsr82ibMHM
Choopultho Guchi,Hariharan,stressed,https://open.spotify.com/embed/track/35jMz6tY4zoKpCC3BX8Hu9
Neene Neene,Rajesh Krishnan,stressed,https://open.spotify.com/embed/track/6Xek7nYfRYT3wKRSFIYHXG
Ninna Nodalento,Sonu Nigam,stressed,https://open.spotify.com/embed/track/3KwWht00be3NdOVwypz40G
Madhura Pisumaatige,C. Aswath,stressed,https://open.spotify.com/embed/track/2CgORPzeZvKIASSH5pxn5N
Hrudaya Samudra Kalaki,S. P. Balasubrahmanyam,stressed,https://open.spotify.com/embed/track/5MX6jFxIAdz77uxE8u3wx8
Kanasu,Raghu Dixit,stressed,https://open.spotify.com/embed/track/0DEjmz4JORPSntijlJuqyU
Maleyaagide,Sonu Nigam,stressed,https://open.spotify.com/embed/track/3TRL8BQZYdvq1RZHxSMyRx
Anisuthide,Sonu Nigam,stressed,https://open.spotify.com/embed/track/2Rts79IsoUBDH2fam6LROy
Ninna Snehake,Rajesh Krishnan,stressed,https://open.spotify.com/embed/track/60vywN56JFPcZHNkJmTIVQ
Yaare Neenu,G. V. Prakash,stressed,https://open.spotify.com/embed/track/00VL3u9xzYct0tnHNaWspb
Belageddu,Vijay Prakash,stressed,https://open.spotify.com/embed/track/33t67ioue8b1X553DUMulH
Uyiril Thodum,K. S. Chithra,stressed,https://open.spotify.com/embed/track/6nbLOcHQ1ACZrTsRyAOi1U
Pavizha Mazha,K. J. Yesudas,stressed,https://open.spotify.com/embed/track/3yJ3zrf4cnO11AKcvjV01q
Mazhaye Mazhaye,K. S. Chithra,stressed,https://open.spotify.com/embed/track/4jk5H0R3x6MDCLryHuHUN9
Manathe Chandanakkeeru,M. G. Sreekumar,stressed,https://open.spotify.com/embed/track/5Toj8uGqy5Tyb6nXxPU3RD
Onnam Ragam,K. J. Yesudas,stressed,https://open.spotify.com/embed/track/2c3aWMmbLT3H1vmSaMRxyl
Neelakasham,Vijay Yesudas,stressed,https://open.spotify.com/embed/track/6yJag4NsTO2ZEWAWi1HsBT
Poomuthole,Afsal,stressed,https://open.spotify.com/embed/track/1PkN0O2wBRhrSianWolcyM
Kudamulla,Sanjith Hegde,stressed,https://open.spotify.com/embed/track/2GbsYQkwNsUufkGz5HK4Yz
Malare,Vijay Yesudas,stressed,https://open.spotify.com/embed/track/4Hvf9xIeJWp5p9FkJerQhN
Aalolam,K. J. Yesudas,stressed,https://open.spotify.com/embed/track/0Q1OsOL69CNo0nI0gWyEbQ
Lo-Fi Chill,Chillhop Music,stressed,https://open.spotify.com/embed/track/2bYvqHXI1CPPtFVK2kBxfg
Sleep on the Floor,The Lumineers,stressed,https://open.spotify.com/embed/track/4RvW5ggYKC7bCDX4UUSSDc
Calm,Brian Eno,stressed,https://open.spotify.com/embed/track/4gvrJnKCKIPiacNsWVQwEU
Ambient 1: Music for Airports,Brian Eno,stressed,https://open.spotify.com/embed/track/3bCmDqflFBHijgJfvtqev5
Lofi Study,Dreamy,stressed,https://open.spotify.com/embed/track/1ZSfNnU5FGkQOMdIQCUgJq
Rain Sounds,Nature Sounds,stressed,https://open.spotify.com/embed/track/6lTAQzvmSE71J7Z0XwhvWp
Ocean Waves,Meditation Music,stressed,https://open.spotify.com/embed/track/4mFAPngwuSMTsn6XTFuKiS
Peaceful Piano,Ludovico Einaudi,stressed,https://open.spotify.com/embed/track/7eC6Oa88ayTZHg0srdZrNb
Nuvole Bianche,Ludovico Einaudi,stressed,https://open.spotify.com/embed/track/2lTcudVnztm9oWC4qJla7H
River Flows in You,Yiruma,stressed,https://open.spotify.com/embed/track/2agBDIr9MYDUducQPC1sFU
Weightless (2),Marconi Union,stressed,https://open.spotify.com/embed/track/2UZZtkoLOg7IHxeTAdPFvd
Sunset Lover (2),Petit Biscuit,stressed,https://open.spotify.com/embed/track/7osudygTlBJ1W1HCyc9EIs
Night Owl (2),Galimatias,stressed,https://open.spotify.com/embed/track/5tuhOP6bY3NlwTHghY5MbN
Let Her Go (2),Passenger,stressed,https://open.spotify.com/embed/track/7mmE3jUuQe6lggZEhQ2wnu
Lovely (2),Billie Eilish & Khalid,stressed,https://open.spotify.com/embed/track/7b6Qz0QpRHmNJluQP6sxbu
Ocean Eyes (2),Billie Eilish,stressed,https://open.spotify.com/embed/track/65RB1zKPTgbZugFq6gWaty
Yellow (2),Coldplay,stressed,https://open.spotify.com/embed/track/2HTZb8mhrAp3et4VA1U1mC
Bloom (2),The Paper Kites,stressed,https://open.spotify.com/embed/track/2NjO87HyT80fsgejd3PLYW
Stay With Me (2),Sam Smith,stressed,https://open.spotify.com/embed/track/52nXnn85oRuzfhJVCt5DNp
Someone Like You (2),Adele,stressed,https://open.spotify.com/embed/track/3bNv3VuUOKgrf5hu3YcuRo
Rivers and Roads (2),The Head and the Heart,stressed,https://open.spotify.com/embed/track/61ywTPbytJPL0Cx3mzAdZF
Holocene (2),Bon Iver,stressed,https://open.spotify.com/embed/track/6RDaOjx8Bzo065cBa3l4Tf
Budapest (2),George Ezra,stressed,https://open.spotify.com/embed/track/2pgmVSAfyZn54DeSgLUFoj
Lost in Japan (2),Shawn Mendes,stressed,https://open.spotify.com/embed/track/65czQRfLvqvXUjltB3gkBr
Electric Feel (2),MGMT,stressed,https://open.spotify.com/embed/track/4MDp5YHuuszzm6zo3NFrZL
Khairiyat (2),Arijit Singh,stressed,https://open.spotify.com/embed/track/37ggbGIS7Dv3WSCeKHcuXo
Channa Mereya (2),Arijit Singh,stressed,https://open.spotify.com/embed/track/3WFTMTKHC4f7vSxNynJ3vB
Safarnama (2),Lucky Ali,stressed,https://open.spotify.com/embed/track/2qPFjpRVqR1fzBZBiTrrdK
Kun Faya Kun (2),A. R. Rahman,stressed,https://open.spotify.com/embed/track/1KUklMRV6kiHUmBuZFVVMK
Ilahi (2),Arijit Singh,stressed,https://open.spotify.com/embed/track/4D2DNByWdhjjxg0xHLlAdm
Phir Le Aya Dil (2),Rekha Bhardwaj,stressed,https://open.spotify.com/embed/track/0wpuE6SG1iZJcXd0z4qHcS
Yun Hi Chala Chal (2),Udit Narayan,stressed,https://open.spotify.com/embed/track/23SRX0cigwjtWseHOKOUj9
Tera Yaar Hoon Main (2),Arijit Singh,stressed,https://open.spotify.com/embed/track/68EHo4FtjzXwtFSfxkorKp
Dil Dhadakne Do (2),Priyanka Chopra,stressed,https://open.spotify.com/embed/track/3MzNYNwL7I4dhG4sa1VkK1
Agar Tum Saath Ho (2),Alka Yagnik,stressed,https://open.spotify.com/embed/track/3GP7w4BqQmCkZHqc3cMFAO
Thuli Thuli (2),Haricharan,stressed,https://open.spotify.com/embed/track/6e7DjeouMhk2wHnGhmkMct
New York Nagaram (2),A. R. Rahman,stressed,https://open.spotify.com/embed/track/57xzy7ucfAoPt5EM7qgXDo
Aaruyire (2),A. R. Rahman,stressed,https://open.spotify.com/embed/track/6eWfojFUTNWftp2qQO3dE1
Vinnaithaandi Varuvaayaa (2),Karthik,stressed,https://open.spotify.com/embed/track/0KBiG040KbacqzvF6EJ8Aj
Nenjukkul Peidhidum (2),Harini,stressed,https://open.spotify.com/embed/track/5O9DJV2hQJmju9yftjwQB4
Oru Devathai (2),Hariharan,stressed,https://open.spotify.com/embed/track/1FZDhKAMkBCeacWe1Ds0lp
Enna Solla (2),Sid Sriram,stressed,https://open.spotify.com/embed/track/2R2mKFSG6kditlYLGJIg0j
Mannipaaya (2),Shreya Ghoshal,stressed,https://open.spotify.com/embed/track/53LoSbM41AJdiQI5tV88QX
Thalli Pogathey (2),Sid Sriram,stressed,https://open.spotify.com/embed/track/2ImqPREN0ehC3hXyFP2Gj4
Yenai Maatrum Kadhale (2),Sid Sriram,stressed,https://open.spotify.com/embed/track/1En92dxXZTHrG95PevCuP7
Emai Poyave (2),Sid Sriram,stressed,https://open.spotify.com/embed/track/7ckob4FhPnqzoGNN4zJ9dn
Inkem Inkem Inkem Kaavaale (2),Sid Sriram,stressed,https://open.spotify.com/embed/track/5CWQ9WBbd1HESogIIuTlVI
Vintunnava (2),S. P. Balasubrahmanyam,stressed,https://open.spotify.com/embed/track/13HDGziRKWEeLCVRREymBR
Nee Kallalona (2),Karthik,stressed,https://open.spotify.com/embed/track/5ijbVmNldJ9ruZ284qPqJU
Samajavaragamana (2),Sid Sriram,stressed,https://open.spotify.com/embed/track/2uIJD86SBs5CxxAkQ4QblI
Maguva Maguva (2),Sid Sriram,stressed,https://open.spotify.com/embed/track/0RLC2eIqm0ZXSuRH0iXCWL
Manasa (2),Karthik,stressed,https://open.spotify.com/embed/track/5PwheYdsT3MfRCMwl4sB1J
Priyathama Neevachata Kushalama (2),Karthik,stressed,https://open.spotify.com/embed/track/3ZCKF4NLYLWrUJBw4Lenxg
Vellipomaakey (2),Pradeep Kumar,stressed,https://open.spotify.com/embed/track/6I8FegdCnZT274IiOTybQH
Choopultho Guchi (2),Hariharan,stressed,https://open.spotify.com/embed/track/6Fk6pz09v9SHY072FkYIZZ
Neene Neene (2),Rajesh Krishnan,stressed,https://open.spotify.com/embed/track/3v739ai78q7obWjiZDss2I
Ninna Nodalento (2),Sonu Nigam,stressed,https://open.spotify.com/embed/track/3IK3fgz1oHJ7hkSaiTcUcD
Madhura Pisumaatige (2),C. Aswath,stressed,https://open.spotify.com/embed/track/53eYPl6MPtGwSDB3ufsTKD
Hrudaya Samudra Kalaki (2),S. P. Balasubrahmanyam,stressed,https://open.spotify.com/embed/track/4wdbx9tZUopnfNRWUVBVbt
Kanasu (2),Raghu Dixit,stressed,https://open.spotify.com/embed/track/2UlwL8xlWunKNzDsoM7VSB
Maleyaagide (2),Sonu Nigam,stressed,https://open.spotify.com/embed/track/585GiLzVOyWincizmgXUBr
Anisuthide (2),Sonu Nigam,stressed,https://open.spotify.com/embed/track/4ipcv9eHC6w5xKXxX0Z1Zu
Ninna Snehake (2),Rajesh Krishnan,stressed,https://open.spotify.com/embed/track/3IK3fgz1oHJ7hkSaiTcUcD
Yaare Neenu (2),G. V. Prakash,stressed,https://open.spotify.com/embed/track/3BL9LBusZKAA3SYt0woGtX
Belageddu (2),Vijay Prakash,stressed,https://open.spotify.com/embed/track/33t67ioue8b1X553DUMulH
Uyiril Thodum (2),K. S. Chithra,stressed,https://open.spotify.com/embed/track/0tTgsSkRKJMBq9Bb2bX1mR
Pavizha Mazha (2),K. J. Yesudas,stressed,https://open.spotify.com/embed/track/3UNFsXn4QleDL9wU8Dglm8
Mazhaye Mazhaye (2),K. S. Chithra,stressed,https://open.spotify.com/embed/track/58xV6xHtyei6lyTQcw3Hvl
Manathe Chandanakkeeru (2),M. G. Sreekumar,stressed,https://open.spotify.com/embed/track/5l8p9UTMPge4T6b7sHGuoH
Onnam Ragam (2),K. J. Yesudas,stressed,https://open.spotify.com/embed/track/6oYjrxcgH6pwwUO0eeG7KR
Neelakasham (2),Vijay Yesudas,stressed,https://open.spotify.com/embed/track/2BspvmlHPHBYF3oO6KrO9h
Poomuthole (2),Afsal,stressed,https://open.spotify.com/embed/track/6zdikHQs2PBFgGIZBxqOeV
Kudamulla (2),Sanjith Hegde,stressed,https://open.spotify.com/embed/track/7DLEV0W4tgSGeXsPNuBQsL
Malare (2),Vijay Yesudas,stressed,https://open.spotify.com/embed/track/4Hvf9xIeJWp5p9FkJerQhN
Aalolam (2),K. J. Yesudas,stressed,https://open.spotify.com/embed/track/72muYQk5b5KPnxkhZWoKb7
Lo-Fi Chill (2),Chillhop Music,stressed,https://open.spotify.com/embed/track/2bYvqHXI1CPPtFVK2kBxfg
Sleep on the Floor (2),The Lumineers,stressed,https://open.spotify.com/embed/track/6S2V9PNl4kDJXCXQ1UpG17
Calm (2),Brian Eno,stressed,https://open.spotify.com/embed/track/6UZl93PVAXH0cRGKGtLKt8
Ambient 1: Music for Airports (2),Brian Eno,stressed,https://open.spotify.com/embed/track/3bCmDqflFBHijgJfvtqev5
Lofi Study (2),Dreamy,stressed,https://open.spotify.com/embed/track/3lWL8dOfzKT1xMiR4QarNZ
Rain Sounds (2),Nature Sounds,stressed,https://open.spotify.com/embed/track/1ZXisWWfmnqDaoTKnPCwWx
Ocean Waves (2),Meditation Music,stressed,https://open.spotify.com/embed/track/2kUkNaS40Ldjm5dDDXBniU
Peaceful Piano (2),Ludovico Einaudi,stressed,https://open.spotify.com/embed/track/7xfSCgVOkQJhVxnqzepATH
Nuvole Bianche (2),Ludovico Einaudi,stressed,https://open.spotify.com/embed/track/2aqhXN3IEdTOoNP9wWCPsQ
River Flows in You (2),Yiruma,stressed,https://open.spotify.com/embed/track/0i4qaUFbvvwQ4yFPrBeJ55
Weightless (3),Marconi Union,stressed,https://open.spotify.com/embed/track/70FfytITXJOz0s2xY3rOzz
Sunset Lover (3),Petit Biscuit,stressed,https://open.spotify.com/embed/track/7KwvfRL73DGOWsVf5MANU7
Night Owl (3),Galimatias,stressed,https://open.spotify.com/embed/track/0o3HJmXnQPRX4jymsmk3sS
Let Her Go (3),Passenger,stressed,https://open.spotify.com/embed/track/2pUpNOgJBIBCcjyQZQ00qU
Lovely (3),Billie Eilish & Khalid,stressed,https://open.spotify.com/embed/track/0u2P5u6lvoDfwTYjAADbn4
Ocean Eyes (3),Billie Eilish,stressed,https://open.spotify.com/embed/track/1GS5rOUA1VpwKwuwVElPzx
Yellow (3),Coldplay,stressed,https://open.spotify.com/embed/track/2jutoVBjMk0nXIBev26oHm
Bloom (3),The Paper Kites,stressed,https://open.spotify.com/embed/track/6XvFRg5RSjy30HjrD7xqbN
Stay With Me (3),Sam Smith,stressed,https://open.spotify.com/embed/track/25THzCKzB50yyLfMhaLZ8G
Someone Like You (3),Adele,stressed,https://open.spotify.com/embed/track/4tc9rIC30dnNYdIg0dTZ2n
Rivers and Roads (3),The Head and the Heart,stressed,https://open.spotify.com/embed/track/5HqZN5EQP9ssw01HgAKxM6
Holocene (3),Bon Iver,stressed,https://open.spotify.com/embed/track/35KiiILklye1JRRctaLUb4
Budapest (3),George Ezra,stressed,https://open.spotify.com/embed/track/2ixsaeFioXJmMgkkbd4uj1
Lost in Japan (3),Shawn Mendes,stressed,https://open.spotify.com/embed/track/145wBbokDZTFZLFHOtZrzG
Electric Feel (3),MGMT,stressed,https://open.spotify.com/embed/track/3nnStd7PMGgrN0tfmdhv3j
Khairiyat (3),Arijit Singh,stressed,https://open.spotify.com/embed/track/3oM90C4SZLYzVZJEZD5EQk
Channa Mereya (3),Arijit Singh,stressed,https://open.spotify.com/embed/track/4zKUbaPleWBF1tKyfCtLHw
Safarnama (3),Lucky Ali,stressed,https://open.spotify.com/embed/track/4HDUJcDt9VHM2cjrUkXOgJ
Kun Faya Kun (3),A. R. Rahman,stressed,https://open.spotify.com/embed/track/2TKEXEyZsQxpaDXxUegV4X
Ilahi (3),Arijit Singh,stressed,https://open.spotify.com/embed/track/3EQXi4ya9o7Rjvz6GJ7W7W
Phir Le Aya Dil (3),Rekha Bhardwaj,stressed,https://open.spotify.com/embed/track/7fpWJr5shT90KiCHXKHxch
Yun Hi Chala Chal (3),Udit Narayan,stressed,https://open.spotify.com/embed/track/5TnLXSd4h6G06Fbt2ApOpa
Tera Yaar Hoon Main (3),Arijit Singh,stressed,https://open.spotify.com/embed/track/1eXpXvZ23VCasjhTFCSmuD
Dil Dhadakne Do (3),Priyanka Chopra,stressed,https://open.spotify.com/embed/track/39GcR1iJpR2RX629O0zuW5
Agar Tum Saath Ho (3),Alka Yagnik,stressed,https://open.spotify.com/embed/track/3dSHATwcKU8FTKaVUPD96f
Thuli Thuli (3),Haricharan,stressed,https://open.spotify.com/embed/track/7fUS9gftrrgtaHJUwFnbEt
New York Nagaram (3),A. R. Rahman,stressed,https://open.spotify.com/embed/track/31vPQaNXFLDUkvXSBKpmAo
Aaruyire (3),A. R. Rahman,stressed,https://open.spotify.com/embed/track/3RVKJOoIVKXicFvNO7b2iK
